question_id,question_content,question_tags
6682300,ct angio score 0  dad heart attack at 50  stress echonormal  bmi 21  hdl 34  lipoprotein a 5  ldl 115  triglyceride 75  help please what to do,stress  heart attack  myocardial infarction  cardiac arrest  triglyceride  hdl  computed tomography  ldl  body mass index  bmi
6682903,been on period since 1st april started normal but light then spotting brown blood now its heavy accompanied by slight cramps and big blood clots,blood clot
6683257,no clots 48hrs ago seen at er for bleeding continued no dignos except threaten abortion n fibroids 11 wks mvnmnt n hrbt found normal seen b4,uterine fibroids  fibroid  abortion
6683281,can a liver biopsy miss cirrhosis or alcohol liver disease mine showed no fibrosis but mild steatosis,liver diseases  cirrhosis of the liver  liver biopsy  biopsy  alcohol
6683404,i have pimple under my breast it looks like purple but in start spreading nah its all around red,pimples
66836,i have a bad cough had xray taken and an on antibiotics for three days still terrible should i go back to docs or give it more time,bronchitis  cough  inflammation  bronchospasm  roentgen rays  bronchodilator  antibiotic
6683938,what procedure or what next should i do if my lipase is elevated to 65 and amylase is high as well exray shows pancreas swollen,lipase  amylase
6684029,high level of wbc 115 with high absolute eos39  mono94  and neutro847 auto levels  high hgb and low c02 feeling run down and bruising,ecchymoses  mono  running  white blood cell
6684164,ive had an xray  results show no lung cancer  however i have consistent discomfort in my left lung and often aches  do i have lung cancer im 17,cancer  lung cancer
6684481,taking 30 mg amatryptoline for nerve pain at night  50 mg sertraline in morning for anxiety having trouble sleeping is it ok to take 10mg zolpidem,insomnia  feeling anxious  sleep disturbance  neuralgia  zolpidem  sertraline  nerve pain  nerve  sleep  zoloft
6684489,period is regular and now 3 days late i am now experiencing light period spotting of really bright pink light red blood implantation or miscarriage,pregnancy loss  menstrual cycle  spontaneous abortion  menstrual period
6684931,temp began tues 2ish contr w  meds productive cough runny nose wakeful nights how long should fever last before requiring antibiotics  chest clear,rhinitis  cough  fever  productive cough  uchildrens health  runny nose  pulmonology  pediatric pulmonology  antibiotic
6684957,im asthmatic  having major allergy symptoms: sneezing  watery eyes  runny nose   congestion  sinus pressure what would be best to take to treat,rhinitis  watery eyes  asthma  sinus pain  hypersensitivity  runny nose  allergies
6685045,blood glucose drops within 30mins of eatingthen after an hour slowly rises higher and higher84mmol 2hours postmeal is this diabetes,diabetes type 2  diabetes  glucose  blood sugar
6685386,fatigue  nausea  abdominal pain  tenderness  upper  middle   lower back pain  shortness of breath  stool w black spots 1 mm in width what is it,abdominal pain  nausea  back pain  lethargy  breathlessness  belly pain  feces  low back pain  pain in the back
6685404,i had period a week ago and after 3days i touch my vagina with dry semen i fingered myself last night have little brown discharge am i pregnant,tactile  semen  pregnancy
6687472,how effective is laser surgery for treating macular degeneration,macular degeneration  surgery  laser
6687825,i started birth control pills 4 days after my period ended i was on them for 7 days then had unprotected sex no ejaculation  pregnant from precum,sex  pregnancy  oral contraceptive  menstrual period  menstrual cycle  ejaculation  contraception  birth control pills  birth control
6687854,i have a sore spot on the tip of my tongue  but no white spot like mouth ulcer or any redness its sore when the spot is rubbed by teeth anxiety,feeling anxious  ulceration  oral ulceration  anxiety
6688439,inflamed gums and swollen lymph node on the side of the wisdom tooth breaking through what can i do about this,
6689215,i have too much daily vaginal discharge tested negative for yeast infection and std white thick  or clear sometimes it has odorwhats the problem,yeast infection  sexually transmitted diseases  std  sexually transmitted infections  bacterial infection of the vagina  vaginal discharge  yeast  antibiotic  bacteria  candida
6689864,sore belly button area feels like i did some crunches period currently 7 days latesore nipplesconstipated bloated gassyectopic pregnancy or reg,constipation  flatulence  ectopic pregnancy  sore nipples  pregnancy
6689949,ive a fibroid  nausea  a pulling feel in my lower abdomen  headaches  lower back pain  aversions  fatigue  heartburn  bloating  darker areola  pms,abdominal bloating  back pain  nausea  headache  heartburn  indigestion  lethargy  premenstrual syndrome  low back pain  pain in the back
6690104,had sex a day after period next day im a sweet sme discharge nauseous  backpain lower  breast tender slight headache i have 5kids could i b pregnant,back pain  headache  nausea  pregnancy  sex
6690106,16th day of headache right eye almost constant blur for 16 days been to all doctors right side temple pressure high eye hurts when moved or used,headache  eye pain
6690585,is a gluten free diet helpful even if you dont have celiac disease or any condition,celiac disease  gluten  diet  gluten free diet
6690610,pain in r hip  that radiates down my thigh  down my shin bone into my ankle this be arthritis or my hip joint gone i hobble  hurts to walk,painful joints  arthritis
6690828,hi my son had his recent thyroid ultrasound and the results stated same as above heterogeneous parenchyma of several nodules one with  vascular blood,ultrasound of thyroid  sonogram  nodule  uchildrens health
6691015,i suffered an ectopic pregnancy almost 6 months ago and lost my right tube  what are my chances of conceiving again,ectopic pregnancy  pregnancy
6691083,went to er had a dizzy spells did cbc chest e xray ct scan ekg snd checked blood pressure all normal what could cause these little spells,dizziness  ct scan  electrocardiogram  computed tomography  blood pressure
6691145,ive been experiencing the inner lining of my vagina to peel after sex of sometimes at random my vagina is dry and cant get wet my discharge dry,sex
6691170,why is my left foot and ankle so swollenhave vericos veins and looks purpleish down  foot had cramp on inside of lft thighhands and legs get numb,numbness  varicose veins
6691494,i have  a red rash with some peeling  in the crease of my thigh and it  also has spread partially on my  vagina too it itches sometimes what to do,skin rash  rash
6691657,feels like i have the flu  the body aches  the chills that then turn into excessive sweating  a fever of 102 but no coughing  congestion,perspiration  fl  cough  fever  excessive sweating  body aches
6691912,numbness in hands  tingling in lower half of body  weakness of the limbs  loss of balance  decreased energy  and stiff muscles its not anxiety,feeling anxious  tingling  numbness  hand numbness  loss of balance  neurology  anxiety
6692169,numb sensation came over me in the shower like i couldnt feel or i wasnt real still there  headache with left eye a bit blurry 2 anxiety  migraine,headache  feeling anxious  migraine headaches  numbness  migraine  anxiety
6692241,i have had a sore throat for 10 days and my tongue is yellow there are pinkishred bumps on the back of my tongue and my left tonsil is little swolle,throat pain  sore throat  red bumps
6692310,hey doc so i got a headache the moment i drank a pill of b vitamins its the first pill i drank in months and im scared what should i do its affecting my body too  i guess my back and my stomach are hurting along with my head,headache
6692325,is it normal to have a red lump in one of the breasts that looks like a pimple but when you pop it it starts to bleed,pimples
6693030,have a yellow soft palate and red spider veins in throat ith swelling of tonsils,spider veins  spider angiomas  ent and head and neck surgery  red spider veins  palate
6693282,my period stopped after 3 days normally 45 and my vagina feels weird like a urinary tract infection now but i dont know what it means,menstrual period  menstrual cycle
6693358,i have been taking zolpidem 10mg for 1 month for sleeping problem is there any problem for long term use of this i take this everyday,sleep disturbance  zolpidem  sleep
